Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
29,DEBIT,RTGS,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,31482.22,2024-01-06,09:35:17,1212598.2,500000.0,Personal Loan,0.0
15,CREDIT,Cheque,5714658227,Arjun Gupta,STRUCT_ACC_001,Kiran Trivedi,26485.19,2024-01-12,06:22:53,1240344.58,500000.0,Personal Loan,0.0
4,CREDIT,Cheque,9776500600,Divya Tiwari,STRUCT_ACC_001,Kiran Trivedi,35663.38,2024-01-24,15:30:46,1093596.65,500000.0,Personal Loan,0.0
23,CREDIT,Bank Transfer,8740820392,Kavya Gupta,STRUCT_ACC_001,Kiran Trivedi,48118.0,2024-01-27,14:49:23,1222589.97,500000.0,Personal Loan,0.0
10,CREDIT,UPI,9776500600,Divya Tiwari,STRUCT_ACC_001,Kiran Trivedi,76193.39,2024-02-01,18:30:29,1171664.45,500000.0,Personal Loan,0.0
40,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,7570511906,Rajesh Sinha,195877.46,2024-02-05,19:08:29,-741418.0,500000.0,Business Loan,0.0
41,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,191935.64,2024-02-05,18:17:40,-933353.64,500000.0,Business Loan,0.0
55,DEBIT,NEFT,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,188639.12,2024-02-05,14:30:19,-3625926.25,500000.0,Business Loan,0.0
25,CREDIT,UPI,5714658227,Arjun Gupta,STRUCT_ACC_001,Kiran Trivedi,70708.48,2024-02-06,16:07:14,1282869.5,500000.0,Personal Loan,0.0
13,CREDIT,IMPS,9776500600,Divya Tiwari,STRUCT_ACC_001,Kiran Trivedi,37653.31,2024-02-07,08:04:27,1221691.04,500000.0,Personal Loan,0.0
52,DEBIT,NEFT,STRUCT_ACC_001,Kiran Trivedi,5869990861,Rohit Mishra,187842.92,2024-02-08,17:13:15,-3056983.57,500000.0,Business Loan,0.0
53,DEBIT,Bank Transfer,STRUCT_ACC_001,Kiran Trivedi,6932365592,Sanjay Mishra,187560.81,2024-02-08,22:57:40,-3244544.38,500000.0,Business Loan,0.0
1,DEBIT,Bank Transfer,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,22438.47,2024-02-10,21:46:59,1033127.71,500000.0,Personal Loan,0.0
34,DEBIT,RTGS,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,195663.72,2024-02-10,08:20:42,405899.41,500000.0,Business Loan,0.0
56,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,195012.88,2024-02-10,09:15:30,-3820939.13,500000.0,Business Loan,0.0
46,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,187713.71,2024-02-11,09:48:31,-1899353.77,500000.0,Business Loan,0.0
32,DEBIT,Cheque,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,188169.21,2024-02-12,06:39:17,796468.19,500000.0,Business Loan,0.0
39,DEBIT,RTGS,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,192116.68,2024-02-12,14:29:10,-545540.54,500000.0,Business Loan,0.0
35,DEBIT,NEFT,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,197106.64,2024-02-15,05:40:46,208792.77,500000.0,Business Loan,0.0
45,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,193424.62,2024-02-15,22:18:38,-1711640.06,500000.0,Business Loan,0.0
47,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,198898.64,2024-02-15,06:41:45,-2098252.41,500000.0,Business Loan,0.0
59,DEBIT,RTGS,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,185287.61,2024-02-15,22:02:54,-4393625.78,500000.0,Business Loan,0.0
