Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
85,DEBIT,UPI,ACC_RETAIL_001,Zara Pillai,4460967357,Zara Sharma,7804.78,2024-01-05,03:52:50,-153467.81,500000.0,Personal Loan,0.0
96,CREDIT,UPI,4460967357,Zara Sharma,ACC_RETAIL_001,Zara Pillai,29411.93,2024-01-07,20:57:36,52124.58,500000.0,Personal Loan,0.0
154,CREDIT,NEFT,7635473142,Aryan Joshi,ACC_RETAIL_001,Zara Pillai,20322.39,2024-01-09,16:33:34,440854.72,500000.0,Personal Loan,0.0
156,CREDIT,Bank Transfer,1939042955,Sunita Jain,ACC_RETAIL_001,Zara Pillai,27358.38,2024-01-11,06:49:46,451711.05,500000.0,Personal Loan,0.0
30,CREDIT,NEFT,2181241943,Kavya Gupta,ACC_RETAIL_001,Zara Pillai,29627.79,2024-01-14,22:58:39,234012.39,500000.0,Personal Loan,0.0
31,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,1127978094,Nisha Pillai,45318.29,2024-01-14,18:43:11,188694.1,500000.0,Personal Loan,0.0
3,CREDIT,IMPS,1939042955,Sunita Jain,ACC_RETAIL_001,Zara Pillai,27043.29,2024-01-15,20:05:57,156605.76,500000.0,Personal Loan,0.0
5,DEBIT,NEFT,ACC_RETAIL_001,Zara Pillai,2812140441,Kiran Iyer,33232.53,2024-01-15,08:28:32,154489.96,500000.0,Personal Loan,0.0
24,DEBIT,Cheque,ACC_RETAIL_001,Zara Pillai,6241752544,Kavya Sharma,12423.14,2024-01-15,03:07:06,201062.14,500000.0,Personal Loan,0.0
46,DEBIT,Cheque,ACC_RETAIL_001,Zara Pillai,6241752544,Kavya Sharma,29928.7,2024-01-15,15:15:48,7785.13,500000.0,Personal Loan,0.0
38,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,2181241943,Kavya Gupta,49964.48,2024-01-16,08:36:22,181283.13,500000.0,Personal Loan,0.0
56,CREDIT,UPI,2181241943,Kavya Gupta,ACC_RETAIL_001,Zara Pillai,12930.5,2024-01-16,23:05:36,11360.05,500000.0,Personal Loan,0.0
148,CREDIT,Cheque,2181241943,Kavya Gupta,ACC_RETAIL_001,Zara Pillai,30383.83,2024-01-16,08:20:05,404706.89,500000.0,Personal Loan,0.0
109,CREDIT,IMPS,4460967357,Zara Sharma,ACC_RETAIL_001,Zara Pillai,48204.87,2024-01-19,05:57:45,218811.24,500000.0,Personal Loan,0.0
32,DEBIT,Bank Transfer,ACC_RETAIL_001,Zara Pillai,7635473142,Aryan Joshi,24528.02,2024-01-21,20:47:27,164166.08,500000.0,Personal Loan,0.0
131,DEBIT,NEFT,ACC_RETAIL_001,Zara Pillai,7635473142,Aryan Joshi,1200.34,2024-01-21,09:59:14,305045.77,500000.0,Personal Loan,0.0
14,CREDIT,UPI,9963334018,Sanjay Yadav,ACC_RETAIL_001,Zara Pillai,20270.33,2024-01-22,18:33:04,59133.11,500000.0,Personal Loan,0.0
36,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,9703905715,Mohan Tiwari,9915.34,2024-01-22,15:21:36,244113.03,500000.0,Personal Loan,0.0
60,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,7635473142,Aryan Joshi,18776.19,2024-01-23,15:38:53,-460.11,500000.0,Personal Loan,0.0
15,DEBIT,RTGS,ACC_RETAIL_001,Zara Pillai,1958682846,Zara Mehta,2832.26,2024-01-24,22:50:40,56300.85,500000.0,Personal Loan,0.0
93,DEBIT,UPI,ACC_RETAIL_001,Zara Pillai,4163119785,Zara Mehta,27237.54,2024-01-24,08:25:11,-33835.92,500000.0,Personal Loan,0.0
173,CREDIT,UPI,7825844140,Arjun Das,ACC_RETAIL_001,Zara Pillai,20793.94,2024-01-24,02:43:27,582534.94,500000.0,Personal Loan,0.0
6,DEBIT,IMPS,ACC_RETAIL_001,Zara Pillai,1127978094,Nisha Pillai,22943.81,2024-01-25,13:28:40,131546.15,500000.0,Personal Loan,0.0
