Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
2,CREDIT,IMPS,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,23248.74,2024-01-06,16:56:21,446244.8,500000.0,Personal Loan,0.0
35,CREDIT,IMPS,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,12277.61,2024-01-07,06:20:38,742958.34,500000.0,Personal Loan,0.0
68,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,1625217504,Aryan Singh,37231.05,2024-01-07,16:44:20,507650.49,500000.0,Personal Loan,0.0
94,CREDIT,IMPS,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,21458.62,2024-01-07,13:12:06,586868.83,500000.0,Personal Loan,0.0
119,CREDIT,UPI,4403845222,Tanvi Rao,ACC_RETAIL_002,Ishaan Chaudhary,49422.41,2024-01-07,14:12:57,881597.78,500000.0,Personal Loan,0.0
109,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,4419410162,Tanvi Trivedi,4539.47,2024-01-08,11:36:10,656908.8,500000.0,Personal Loan,0.0
137,CREDIT,NEFT,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,34065.4,2024-01-09,04:35:45,1048905.75,500000.0,Personal Loan,0.0
87,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,1730074215,Varun Tiwari,17249.17,2024-01-11,22:58:11,571613.32,500000.0,Personal Loan,0.0
39,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,8275679594,Vikram Reddy,32345.36,2024-01-12,17:26:21,624029.22,500000.0,Personal Loan,0.0
64,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,1730074215,Varun Tiwari,11415.66,2024-01-12,00:16:47,592051.98,500000.0,Personal Loan,0.0
31,CREDIT,RTGS,4419410162,Tanvi Trivedi,ACC_RETAIL_002,Ishaan Chaudhary,39455.42,2024-01-13,20:10:41,726984.36,500000.0,Personal Loan,0.0
41,CREDIT,IMPS,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,16444.54,2024-01-13,04:35:40,634629.65,500000.0,Personal Loan,0.0
47,CREDIT,NEFT,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,34497.64,2024-01-13,03:19:17,695257.14,500000.0,Personal Loan,0.0
57,CREDIT,Cheque,1625217504,Aryan Singh,ACC_RETAIL_002,Ishaan Chaudhary,28532.89,2024-01-13,05:09:55,608723.48,500000.0,Personal Loan,0.0
118,CREDIT,Bank Transfer,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,26412.49,2024-01-13,19:09:11,832175.37,500000.0,Personal Loan,0.0
124,CREDIT,NEFT,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,9522.76,2024-01-13,16:39:48,966698.08,500000.0,Personal Loan,0.0
73,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,5492496998,Rohit Mishra,16986.9,2024-01-14,18:35:10,524820.9,500000.0,Personal Loan,0.0
151,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,1730074215,Varun Tiwari,20766.96,2024-01-14,04:33:46,912465.11,500000.0,Personal Loan,0.0
160,CREDIT,Cheque,8275679594,Vikram Reddy,ACC_RETAIL_002,Ishaan Chaudhary,28399.09,2024-01-15,01:39:18,898893.62,500000.0,Personal Loan,0.0
29,CREDIT,Cheque,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,47476.03,2024-01-16,07:43:21,638959.82,500000.0,Personal Loan,0.0
171,CREDIT,Bank Transfer,8275679594,Vikram Reddy,ACC_RETAIL_002,Ishaan Chaudhary,15772.75,2024-01-16,14:19:03,915840.35,500000.0,Personal Loan,0.0
25,CREDIT,Bank Transfer,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,44327.98,2024-01-17,17:48:59,654217.66,500000.0,Personal Loan,0.0
27,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,47552.48,2024-01-17,13:22:27,559064.86,500000.0,Personal Loan,0.0
5,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,7576309274,Rahul Singh,19542.32,2024-01-18,08:38:11,386901.83,500000.0,Personal Loan,0.0
37,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,1730074215,Varun Tiwari,18420.93,2024-01-18,16:27:25,687322.37,500000.0,Personal Loan,0.0
84,CREDIT,Cheque,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,47907.26,2024-01-18,12:30:15,590660.41,500000.0,Personal Loan,0.0
36,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,4403845222,Tanvi Rao,37215.04,2024-01-19,02:18:50,705743.3,500000.0,Personal Loan,0.0
62,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,4403845222,Tanvi Rao,14021.76,2024-01-19,12:34:02,637539.43,500000.0,Personal Loan,0.0
167,CREDIT,UPI,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,16296.24,2024-01-20,09:44:18,938795.71,500000.0,Personal Loan,0.0
